,,,,,シリーズ,分類,型式,名称,ID,2020/1/31 HTTPSに変更(byCNS),リンク文言,ガイドID(/区切り),新機種のリンク,,
電動アクチュエータ ,スライダタイプ, LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJ,,LEJB AC,電動アクチュエータ/高剛性スライダタイプ ベルト駆動 ACサーボモータ,LEJB,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lej/lejb_ac_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lej/lejb_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJ,,LEJS AC,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 ACサーボモータ,LEJ,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lej/lejs_ac_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lej/lejs_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJS63-M_AC,,LEJS63-M_AC,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 ACサーボモータ/中間サポート内蔵,LEJS63-M,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lej/lejs63_m_ac_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lej/lejs63_m_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJ,,LEJS_N,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 モータレス仕様,LEJ-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lej/lejs_n_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lej/lejs_n_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJS63-M_Ｎ,,LEJS63-M_Ｎ,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 モータレス仕様/中間サポート内蔵,LEJS63-M-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lej/lejs63_m_n_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lej/lejs63_m_n_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJ,,11-LEJS AC,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 ACサーボモータ クリーン仕様,11-LEJS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lej/11-lejs_ac_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lej/11-lejs_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJS100-X400,,LEJS100-X400,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 ACサーボモータ,LEJS-X400,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lej/lejs100_ac_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lej/lejs100_ac_asmtab.prj
電動アクチュエータ ,スライダタイプ,LEJ 電動アクチュエータ/高剛性スライダタイプ,,,LEJS100N-X400,,LEJS100N-X400,電動アクチュエータ/高剛性スライダタイプ ボールねじ駆動 モータレス仕様,LEJS-X400,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lej/lejs100_n_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lej/lejs100_n_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEL 電動アクチュエータ,,,LEL,,LEL,電動アクチュエータ/ガイドロッドスライダ,LEL,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lel/lel_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lel/lel_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ,,,LEM,,LEMB,電動アクチュエータ/薄形スライダタイプ基本形,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lem/lemb_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lem/lemb_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ,,,LEM,,LEMC,電動アクチュエータ/薄形スライダタイプ カムフォロアガイド形,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lem/lemc_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lem/lemc_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ,,,LEM,,LEMH,電動アクチュエータ/薄形スライダリニアガイド1軸形,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lem/lemh_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lem/lemh_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ,,,LEM,,LEMHT,電動アクチュエータ/薄形スライダリニアガイド2軸形,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lem/lemht_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lem/lemht_asmtab.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ ,, アクセサリ,LEM,,MY-S,サイドサポート,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/actuator/rodless_cylinders/my3/accessories/my_s.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/actuator/rodless_cylinders/my3/accessories/my_s.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ ,, アクセサリ,LEM,,MYAJ,フローティング機構ブラケット,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/actuator/rodless_cylinders/my3/accessories/myaj.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/actuator/rodless_cylinders/my3/accessories/myaj.prj
電動アクチュエータ ,スライダタイプ, LEM 電動アクチュエータ/薄形スライダタイプ ,, アクセサリ,LEM,,MYC,サイドサポート,LEM,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/actuator/rodless_cylinders/my2/accessories/myc_s.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/actuator/rodless_cylinders/my2/accessories/myc_s.prj
電動アクチュエータ ,ミニチュア, LEP 電動アクチュエータ,,,LEP,,LEPS,電動アクチュエータ/ミニチュアスライドテーブルタイプ,LEPY-LEPS-2,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lep/leps_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lep/leps_asmtab.prj
電動アクチュエータ ,ミニチュア, LEP 電動アクチュエータ,,,LEP,,LEPY,電動アクチュエータ/ミニチュアロッドタイプ,LEPY-LEPS,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lep/lepy_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lep/lepy_asmtab.prj
電動アクチュエータ ,ミニチュア, LER 電動ロータリテーブル,,,LEP,,LER,電動ロータリテーブル,LER,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/ler/ler_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/ler/ler_asmtab.prj
電動アクチュエータ ,ミニチュア, LER 電動ロータリテーブル,,,LEP,,LER_1,電動ロータリテーブル,LER,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/ler/ler_1_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/ler/ler_1_asmtab.prj
電動アクチュエータ ,スライドテーブル,LES 電動スライドテーブル/薄形タイプ,,,LES,,LES,電動スライドテーブル/薄形タイプ,LES,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/les/les_new_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/les/les_new_asmtab.prj
電動アクチュエータ ,スライドテーブル,LESH 電動スライドテーブル,,,LES,,LESH,電動スライドテーブル,LESH,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lesh/lesh_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lesh/lesh_asmtab.prj
電動アクチュエータ ,スライドテーブル,LESH 電動スライドテーブル,,,LES,,LESHD,電動スライドテーブル/モータストレート形,LESH,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/electric_actuators/lesh/leshd_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/electric_actuators/lesh/leshd_asmtab.prj
電動アクチュエータ ,スライドテーブル,[電動アクチュエータ] - [LESH 電動スライドテーブル],,,LESYH_AC,,LESYH_AC,スライドテーブル/高精度タイプ /ACサーボモータ,LESYH,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lesh/lesyh_ac_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lesh/lesyh_ac_asmtab.prj
電動アクチュエータ ,スライドテーブル,[電動アクチュエータ] - [LESH 電動スライドテーブル],,,LESYH_N,,LESYH_N,スライドテーブル/高精度タイプ/モータレス仕様,LESYH-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lesh/lesyh_n_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lesh/lesyh_n_asmtab.prj
電動アクチュエータ ,スライドテーブル,LESH 電動スライドテーブル,,,LESYH-X171,,LESYH-X171,高精度タイプ電動スライドテーブル/ボールねじ駆動,LESYH-X171,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/lesh/lesyh_x171_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/lesh/lesyh_x171_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY16_E,バッテリレス アブソリュートエンコーダ付電動アクチュエータ/ロッドタイプ,LEY_E,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley16_e_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley16_e_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY_E,バッテリレス アブソリュートエンコーダ付電動アクチュエータ/ロッドタイプ,LEY_E,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_e_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_e_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY,電動アクチュエータ/ロッドタイプ,LEY/LEY_D,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY_AC,電動アクチュエータ/ロッドタイプ ACサーボモータ,LEY/LEY_D,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_ac_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_ac_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY100_AC,電動アクチュエータ/ロッドタイプACサーボモータ,LEY_D,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley100_ac_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley100_ac_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY-X5,電動アクチュエータ/ロッドタイプ 耐塵・防滴(IP65相当)仕様,LEY-X5,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_x5_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_x5_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY-X5_AC,電動アクチュエータ/ロッドタイプ ACサーボモータ 耐塵・防滴(IP65相当)仕様,LEY-X5,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_x5_ac_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_x5_ac_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY-X7,,LEY-X7,電動アクチュエータ/ロッドタイプ 耐塵・防滴(IP65相当/IP67相当)仕様,LEY-X7,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_x7_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_x7_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY-X8,,LEY-X8,耐塵・防滴(IP65相当/IP67相当)仕様 バッテリレス アブソリュートエンコーダ付,LEY-X8,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_x8_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_x8_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY_N,電動アクチュエータ/ロッドタイプ モータレス仕様,LEY-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley_n_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley_n_asmtab.prj
電動アクチュエータ ,ロッドタイプ/ガイド付ロッドタイプ ,LEY 電動アクチュエータ/ロッドタイプ,,,LEY,,LEY100_N,電動アクチュエータ/ロッドタイプ モータレス仕様,LEY-S,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?language=japanese&info=smc_jp/electric_actuators/ley/ley100_n_asmtab.prj,,,,,https://smc-jp.partcommunity.com/3d-cad-models/?languageIso=ja&info=smc_jp/electric_actuators/ley/ley100_n_asmtab.prj
